1 alb file 
   1.8069 0.20536
   1.8133 0.184441
   1.8197 0.139601
   1.8261 0.0569358
   1.8326 0.0251697
   1.839 0.0289328
   1.8454 0.0375565
   1.8519 0.0489551
   1.8582 0.050095
   1.8647 0.050095
   1.8711 0.050095
   1.8776 0.0448307
   1.8841 0.0316698
   1.8905 0.0264729
   1.897 0.0248568
   1.9035 0.0393144
   1.9098 0.0450276
   1.9159 0.0258299
   1.9221 0.0167943
   1.9282 0.0191148
   1.9344 0.0868903
   1.9405 0.151139
   1.9466 0.147116
   1.9528 0.147721
   1.9591 0.156501
   1.9653 0.159655
   1.9715 0.159967
   1.9777 0.159246
   1.9839 0.158971
   1.9901 0.16027
   1.9963 0.161508
   2.0026 0.162754
   2.0089 0.164514
   2.0152 0.165831
   2.0215 0.1652
   2.0279 0.164672
   2.0342 0.16421
   2.0405 0.163384
   2.0469 0.162821
   2.0532 0.162803
   2.0595 0.162901
   2.0658 0.163052
   2.0721 0.163384
   2.0784 0.163175
   2.0847 0.162424
   2.091 0.16145
   2.0973 0.160721
   2.1036 0.160497
   2.11 0.161221
   2.1163 0.162369
   2.1226 0.164109
   2.129 0.16557
   2.1353 0.166658
   2.1416 0.166049
   2.148 0.165951
   2.1543 0.166188
   2.1604 0.16507
   2.1666 0.163872
   2.1728 0.162594
   2.1789 0.163283
   2.1851 0.163738
   2.1912 0.163447
   2.1974 0.162572
   2.2035 0.161765
   2.2098 0.161262
   2.2162 0.161155
   2.2225 0.161062
   2.2289 0.160639
   2.2352 0.160778
   2.2416 0.161231
   2.2479 0.161995
   2.2543 0.16274
   2.2606 0.161576
   2.2668 0.158423
   2.2731 0.156254
   2.2793 0.154293
   2.2856 0.152451
   2.2918 0.150986
   2.2981 0.148881
   2.3043 0.147149
   2.3106 0.147769
   2.3168 0.147248
   2.323 0.146941
   2.3292 0.147668
   2.3354 0.147519
   2.3417 0.148312
   2.3479 0.150083
   2.3541 0.150431
   2.3604 0.15163
   2.3672 0.152972
   2.374 0.153447
   2.3808 0.150884
   2.3876 0.149935
   2.3944 0.149422
   2.4012 0.148891
   2.4075 0.148081
   2.4138 0.145313
   2.42 0.145823
   2.4262 0.148376
   2.4325 0.147808
   2.4387 0.152361
   2.4449 0.151041
   2.4512 0.144235
   2.4574 0.144382
   2.4637 0.142901
   2.47 0.136811
!
